agent,count(*)
"VisualDx Apple/2.25.1 (8.4.1;iPhone;mobile)",985
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE VS986/msm8992;MOBILE)",979
"VisualDx Android/7.2.14 (Android 4.4.4-KTU84P; samsung SGH-M919/MSM8960;WIFI)",978
"VisualDx Apple/7.1.0 (10.1.1;iPhone;mobile)",974
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G928V/universal7420;MOBILE)",972
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LG-H811/msm8992;MOBILE)",968
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3047.0 Safari/537.36",968
"VisualDx Android/7.2.11 (Android 6.0-MPHS24.49-18-16; motorola XT1575/msm8992;MOBILE)",965
"Mozilla/5.0 (Windows NT 10.0; rv:52.0) Gecko/20100101 Firefox/52.0",964
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G935V Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",957
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36",953
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47V; LENOVO Lenovo A6020l36/msm8916;MOBILE)",951
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G550T/universal3475;MOBILE)",943
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G930P/msm8996;MOBILE)",940
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G930F/universal8890;WIFI)",937
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",936
"VisualDx Apple/2.25.2 (9.1;iPhone;mobile)",936
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",935
"VisualDx Android/7.2.11 (Android 5.0-LRX21T; samsung SAMSUNG-SM-G900A/MSM8974;WIFI)",934
"VisualDx Apple/7.0.4 (9.3;iPhone;mobile)",934
"VisualDx Android/7.2.11 (Android 6.0-HuaweiALE-L21; HUAWEI ALE-L21/BalongV8R1SFT;WIFI)",928
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MALC) NHN-IkkeSensitiv 3.IE.01",928
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E277 Safari/602.1",924
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G925P/universal7420;WIFI)",921
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G935A/msm8996;WIFI)",916
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",915
"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",911
"VisualDx Apple/2.25.2 (8.4.1;iPhone;mobile)",910
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/21.0.1180.89) like Gecko",905
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G930W8/universal8890;WIFI)",905
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G900A/MSM8974;WIFI)",897
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G34 Safari/601.1",891
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-N910A/APQ8084;MOBILE)",889
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",887
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:50.0) Gecko/20100101 Firefox/50.0",884
"VisualDx Apple/7.0.3 (10.0.2;iPhone;mobile)",882
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",882
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C; .NET4.0E; InfoPath.2)",881
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",880
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G925V/universal7420;MOBILE)",869
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-N920R4/universal7420;WIFI)",861
"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",857
"VisualDx Android/7.2.14 (Android 5.0-LRX21T; samsung SM-G900V/MSM8974;MOBILE)",854
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",852
"modmed%20Practice/1703071716 CFNetwork/808.2.16 Darwin/16.3.0",852
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LGLS991/msm8992;MOBILE)",850
"VisualDx Android/7.2.14 (Android 7.0-NCK25.118-10; motorola XT1585/msm8994;WIFI)",847
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SAMSUNG-SM-G935A/msm8996;MOBILE)",839
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-N920V 4G Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",839
"VisualDx Android/7.2.11 (Android 7.1.1-N4F26O; Huawei Nexus 6P/angler;WIFI)",837
"VisualDx Apple/2.25.1 (9.2.1;iPhone;mobile)",837
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE VS986/msm8992;WIFI)",837
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; EIE10;ENUSWOL)",835
"VisualDx Apple/2.25.1 (8.1.3;iPad;mobile)",835
"VisualDx Apple/7.0.3 (9.3.4;iPhone;mobile)",832
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-N920V/universal7420;MOBILE)",825
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",820
"VisualDx Android/7.2.11 (Android 4.3-JSS15J; samsung SGH-I747M/MSM8960;mobile)",820
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",814
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)",810
Twitterbot/1.0,808
"VisualDx Android/7.2.14 (Android 7.1.1-NMF26F; OnePlus ONEPLUS A3003/QC_Reference_Phone;MOBILE)",804
"VisualDx Android/7.2.8 (Android 5.0.1-LRX22C; HTC HTC One_M8/MSM8974;MOBILE)",802
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",799
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",798
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 YaBrowser/17.3.0.1785 Yowser/2.5 Safari/537.36",794
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LGUS991/msm8992;WIFI)",792
"VisualDx Apple/2.24 (7.0.4;iPad;WIFI)",791
"VisualDx Android/7.2.11 (Android 5.0-LRX21V; asus ASUS_Z00AD/moorefield;MOBILE)",788
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LG-H901/msm8992;WIFI)",787
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",782
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-N920P/universal7420;MOBILE)",778
"VisualDx Apple/7.0.4 (9.3.1;iPad;mobile)",775
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",771
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-N910A/APQ8084;WIFI)",769
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/23.0.147401934 Mobile/14D27 Safari/600.1.4",768
"VisualDx Android/7.2.11 (Android 7.0-NCK25.118-10; motorola XT1585/msm8994;WIFI)",766
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36",765
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)",765
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G935F/universal8890;MOBILE)",760
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",759
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/7.0)",756
"VisualDx Apple/2.25.1 (10.0.2;iPhone;mobile)",751
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G930AZ/msm8996;WIFI)",747
"Mobile VisualDx/com.logicalimages.visualdxmobile (7.0.1.51; OS Version 10.2.1 (Build 14D27))",745
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G925V/universal7420;WIFI)",739
"VisualDx Apple/2.23.01 (9.3.5;iPhone;WIFI)",739
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G935F/universal8890;WIFI)",738
"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0",736
"VisualDx Apple/2.25.1 (8.1.2;iPad;mobile)",736
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",732
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-N920V/universal7420;WIFI)",731
"VisualDx Android/7.2.14 (Android 7.1.1-N4F26O; Huawei Nexus 6P/angler;WIFI)",729
"UCWEB/2.0 (Java; U; MIDP-2.0; Nokia203/20.37) U2/1.0.0 UCBrowser/8.7.0.218 U2/1.0.0 Mobile",727
"VisualDx Apple/7.0.3 (9.3.1;iPhone;mobile)",727
"VisualDx Apple/2.21 (9.3.2;iPad;WIFI)",726
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G930V/msm8996;WIFI)",723
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SAMSUNG-SM-G930A/msm8996;MOBILE)",722
"VisualDx Apple/2.25.1 (10.2;iPhone;mobile)",721
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G930T/msm8996;MOBILE)",720
"VisualDx Android/7.2.14 (Android 5.0-LRX21V; asus ASUS_Z00AD/moorefield;MOBILE)",720
"VisualDx Apple/2.25.2 (7.1.2;iPhone;mobile)",714
"VisualDx Apple/2.25.1 (10.0.1;iPhone;mobile)",713
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G930A/msm8996;MOBILE)",712
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G920P/universal7420;WIFI)",710
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G930F/universal8890;MOBILE)",710
"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:45.0) Gecko/20100101 Firefox/45.0",709
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-N910C/universal5433;MOBILE)",708
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G930W8/universal8890;MOBILE)",707
"VisualDx Android/7.2.14 (Android 7.1.1-NOF27B; Google Pixel XL/marlin;MOBILE)",707
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G925V/universal7420;MOBILE)",706
"VisualDx Android/7.2.11 (Android 6.0-MRA58K; LGE VS985 4G/MSM8974;MOBILE)",703
"Mozilla/5.0 (Windows NT 6.2; WOW64; Trident/7.0; QG Managed; rv:11.0) like Gecko",702
"Mozilla/5.0 (Linux; Android 6.0.1; XT1254 Build/MCG24.251-5-5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",702
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LG-H901/msm8992;MOBILE)",698
"Mozilla/5.0 (Windows NT 6.1; rv:44.0) Gecko/20100101 Firefox/44.0",696
"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; QG Managed; rv:11.0) like Gecko",694
"VisualDx Android/7.2.11 (Android 5.1.1-LMY48B; OnePlus A0001/MSM8974;MOBILE)",689
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-A700FD/MSM8939;WIFI)",689
"VisualDx Apple/7.1.0 (9.3;iPhone;mobile)",688
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-N920A/universal7420;MOBILE)",685
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",680
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",679
"VisualDx Android/7.2.14 (Android 7.0-HUAWEIEVA-L19; HUAWEI EVA-L19/EVA;MOBILE)",679
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G900FD/MSM8974;MOBILE)",677
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47X; samsung SM-G360T1/MSM8916;MOBILE)",677
"VisualDx Android/7.2.11 (Android 6.0-36.0.A.2.109; Sony F3213/unknown;MOBILE)",677
"VisualDx Android/7.2.14 (Android 5.0-LRX21V; samsung SM-N900P/MSM8974;MOBILE)",676
"VisualDx Android/7.2.11 (Android 4.4.4-SU6-7.7; motorola XT1080/MSM8960;WIFI)",666
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.16) Gecko/20110319 Firefox/3.6.16",664
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G935F/universal8890;MOBILE)",663
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G935F/universal8890;MOBILE)",663
"VisualDx Apple/2.25.2 (7.0.4;iPad;mobile)",658
"VisualDx Apple/2.24.1 (8.1.2;iPhone;WIFI)",656
"VisualDx Android/7.2.11 (Android 5.0.1-LRX21Y; LGE LGLS990/MSM8974;WIFI)",651
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-J710F/universal7870;MOBILE)",649
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G935V/msm8996;MOBILE)",649
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE VS985 4G/MSM8974;WIFI)",649
"VisualDx Apple/2.19 (10.2.1;iPhone;WIFI)",646
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.59 Safari/537.36",643
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",639
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; LGE VS995/msm8996;WIFI)",638
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G935T/msm8996;WIFI)",636
"VisualDx Apple/2.22 (9.2.1;iPhone;WIFI)",636
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G930T/msm8996;WIFI)",634
"VisualDx Apple/2.24.1 (8.3;iPhone;mobile)",631
"VisualDx Android/7.2.11 (Android 7.1.1-N4F26O; LGE Nexus 5X/bullhead;WIFI)",630
"VisualDx Android/7.2.11 (Android 6.0.1-HUAWEIH1611; HUAWEI H1611/H1611;WIFI)",629
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SAMSUNG-SM-G935A/msm8996;WIFI)",624
"VisualDx Android/7.2.11 (Android 5.0.1-LRX21M; LENOVO Lenovo TAB 2 A10-70F/unknown;WIFI)",624
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Mobile/14D27",620
"VisualDx Android/7.2.11 (Android 7.0-39.2.A.0.417; Sony F8331/msm8996;WIFI)",620
"VisualDx Apple/2.24.1 (10.0.2;iPhone;WIFI)",619
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G930F/universal8890;WIFI)",619
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",618
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47V; Xiaomi Redmi Note 3/msm8952;MOBILE)",618
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; bq Aquaris M5/msm8916;WIFI)",617
"VisualDx Android/7.2.11 (Android 7.1.1-N4F26O; LGE Nexus 5X/bullhead;MOBILE)",612
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0) NHN-IkkeSensitiv 3.IE.01",612
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",612
"Mobile VisualDx/com.logicalimages.visualdxmobile (7.0.1.51; OS Version 10.0.2 (Build 14A456))",611
"VisualDx Android/7.2.11 (Android 6.0-MPHS24.49-18-4; motorola XT1575/msm8992;WIFI)",609
"VisualDx Android/7.2.14 (Android 7.0-32.3.A.0.376; Sony E6883/msm8994;MOBILE)",609
"VisualDx Android/7.2.14 (Android 5.0.1-LRX21M; Lenovo Lenovo TB3-710F/LenovoTB3-710F;WIFI)",607
"VisualDx Apple/2.25.2 (10.2.1;iPhone;WIFI)",603
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G935A/msm8996;MOBILE)",600
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3054.0 Safari/537.36",599
"Mozilla/5.0 (Windows NT 6.2; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0",598
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko",598
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G930P/msm8996;MOBILE)",597
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47V; LENOVO Lenovo A6020l36/msm8916;WIFI)",597
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",595
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",595
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SAMSUNG-SM-G930A/msm8996;WIFI)",594
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",594
"VisualDx Android/7.2.11 (Android 7.0-NRD90U; LGE LGLS992/msm8996;MOBILE)",594
"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",593
"Mozilla/5.0 (Windows NT 5.1; rv:42.0) Gecko/20100101 Firefox/42.0",593
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",592
"VisualDx Android/7.2.11 (Android 5.1.1-LMY48B; samsung SM-J700M/universal7580;WIFI)",587
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-G920A/universal7420;MOBILE)",587
"VisualDx Android/7.0.b7 (Android 6.0.1-MMB29K; samsung SM-G920P/universal7420;WIFI)",587
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",585
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",584
"VisualDx Apple/7.0.3 (10.2;iPhone;mobile)",583
"Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.79 Mobile/14C92 Safari/602.1",582
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)",581
"VisualDx Apple/7.0.3 (9.1;iPhone;mobile)",580
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; HTC HTCONE/unknown;WIFI)",580
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G920I/universal7420;MOBILE)",577
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-N920A/universal7420;MOBILE)",576
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",574
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",574
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.88 Safari/537.36",574
"modmed%20Practice/1702081650 CFNetwork/808.2.16 Darwin/16.3.0",572
"VisualDx Apple/7.0.4 (9.3;iPad;mobile)",572
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-G890A/universal7420;WIFI)",570
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G928C/universal7420;WIFI)",569
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G928V/universal7420;WIFI)",569
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G935T/msm8996;MOBILE)",562
"VisualDx Android/7.2.14 (Android 7.1.1-NOF27B; samsung SM-N900/universal5420;WIFI)",560
"VisualDx Apple/2.25.1 (8.3;iPad;mobile)",559
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; LGE LG-H918/msm8996;WIFI)",558
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G930VL/msm8996;WIFI)",554
"VisualDx Android/7.2.11 (Android 4.4.4-SU4.21; motorola XT1080/MSM8960;WIFI)",553
"VisualDx Apple/2.22 (10.2.1;iPhone;mobile)",552
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G925V/universal7420;WIFI)",547
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; OnePlus ONEPLUS A3000/QC_Reference_Phone;MOBILE)",545
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47V; LENOVO Lenovo A6020l36/msm8916;WIFI)",543
node-superagent/3.3.1,538
"com.google.GoogleMobile/23.1.0 iPhone/10.2.1 hw/iPhone8_1",538
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)",538
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E)",537
"com.google.GoogleMobile/23.1.0 iPhone/10.2.1 hw/iPhone7_2",537
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G900FD/MSM8974;MOBILE)",537
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.74 Safari/537.36 Vivaldi/1.8.770.9",536
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A346 Safari/602.1",535
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",535
"VisualDx Apple/2.25.0 (8.3;iPhone;mobile)",533
"VisualDx Android/7.2.11 (Android 6.0-MRA58K; HTC HTC6525LVW/MSM8974;MOBILE)",533
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; WOW64; Trident/7.0)",533
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G920P/universal7420;MOBILE)",533
"VisualDx Android/7.2.11 (Android 4.4.4-SU6-7.7; motorola XT1030/MSM8960;mobile)",532
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G935P/msm8996;WIFI)",532
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; ZTE ZTE A2017U/ailsa_ii;WIFI)",530
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",527
"VisualDx Apple/2.23.01 (9.3.1;iPhone;mobile)",527
"modmed%20Practice/1702281713 CFNetwork/808.2.16 Darwin/16.3.0",526
"VisualDx Android/7.2.14 (Android 5.1.1-LMY48B; OnePlus A0001/MSM8974;WIFI)",526
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47X; samsung SAMSUNG-SM-G890A/universal7420;MOBILE)",526
"VisualDx Android/7.2.14 (Android 7.1.1-NMF26F; OnePlus ONEPLUS A3003/QC_Reference_Phone;WIFI)",526
"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; EIE10;ENUSWOL; rv:11.0) like Gecko",525
"VisualDx Android/3.1.10 (Android 4.4.4-KTU84P; samsung SGH-M919/MSM8960;WIFI)",525
